Official Symbol Interactor A,Official Symbol Interactor B,Ontology Term Names
MED14,MED4,Growth abnormality
KMT2A,MED17,Growth abnormality
ACTL6A,WDR5,Growth abnormality
CNOT3,EPC1,Growth abnormality
ELP3,SMARCB1,Growth abnormality
MED12,MED6,Growth abnormality
ACTL6A,THAP3,Growth abnormality
SETD1A,SUZ12,Growth abnormality
ARID1A,RTF1,Growth abnormality
HCFC1,SMARCB1,Growth abnormality
DPY30,PHC1,Growth abnormality
MCM2,MTA1,Growth abnormality
ARID1A,RBBP7,Growth abnormality
INTS9,SAP30,Growth abnormality
ELP3,KMT2D,Growth abnormality
MED17,THOC1,Growth abnormality
PAF1,PHC3,Growth abnormality
HDAC1,MED8,Growth abnormality
EP400,HCFC1,Growth abnormality
MED12,SRCAP,Growth abnormality
ACTL6A,BRD7,Growth abnormality
KMT2A,WDR82,Growth abnormality
ACTL6A,CXXC1,Growth abnormality
SETD1A,SMARCD3,Growth abnormality
KAT5,SAP30,Growth abnormality
CNOT1,MCM2,Growth abnormality
ARID1A,RUVBL1,Growth abnormality
EP400,MCM2,Growth abnormality
ACTL6A,MED4,Growth abnormality
GEMIN5,SETD1B,Growth abnormality
EP400,PBRM1,Growth abnormality
GEMIN5,SRCAP,Growth abnormality
CTR9,MED15,Growth abnormality
BRD7,PBRM1,Growth abnormality
PAF1,PHC1,Growth abnormality
SMARCD3,TRRAP,Growth abnormality
HCFC1,RBBP7,Growth abnormality
RUVBL1,SMARCD3,Growth abnormality
SMARCB1,WDR5,Growth abnormality
GEMIN5,MED4,Growth abnormality
KDM1A,MBD2,Growth abnormality
RTF1,WDR5,Growth abnormality
GEMIN5,THAP3,Growth abnormality
INTS9,MED23,Growth abnormality
PHC1,SRCAP,Growth abnormality
CNOT3,DPY30,Growth abnormality
ELP3,SMARCD2,Growth abnormality
ELP3,EPC1,Growth abnormality
INTS9,MBD2,Growth abnormality
MED4,THOC1,Growth abnormality
SMARCB1,SRCAP,Growth abnormality
INO80,MEN1,Growth abnormality
DPY30,SETD1B,Growth abnormality
RTF1,SETD1B,Growth abnormality
ELP3,SRCAP,Growth abnormality
GEMIN5,KMT2A,Growth abnormality
MED7,THOC2,Growth abnormality
MCM2,WDR82,Growth abnormality
MED17,SRCAP,Growth abnormality
SMARCD2,THAP3,Growth abnormality
CNOT3,MED7,Growth abnormality
ELP3,MED7,Growth abnormality
MCM2,PAF1,Growth abnormality
GEMIN5,RBBP4,Growth abnormality
MED12,MED14,Growth abnormality
KDM1A,TRRAP,Growth abnormality
CENPA,THOC2,Growth abnormality
DPY30,PCGF1,Growth abnormality
MCM2,TRRAP,Growth abnormality
INTS9,PAF1,Growth abnormality
GEMIN5,PCGF1,Growth abnormality
HCFC1,IKBKAP,Growth abnormality
ACTL6A,MRGBP,Growth abnormality
ELP3,SUZ12,Growth abnormality
CNOT3,INTS9,Growth abnormality
GEMIN5,MTA1,Growth abnormality
MCM2,RUVBL1,Growth abnormality
MED12,MED15,Growth abnormality
CENPA,RTF1,Growth abnormality
CNOT3,THOC2,Growth abnormality
KAT5,SRCAP,Growth abnormality
ACTL6A,MCM2,Growth abnormality
RTF1,TRRAP,Growth abnormality
HCFC1,SUZ12,Growth abnormality
RUVBL1,SETD1A,Growth abnormality
ACTL6A,THOC1,Growth abnormality
CXXC1,KMT2D,Growth abnormality
HCFC1,INO80C,Growth abnormality
CENPA,TRRAP,Growth abnormality
GEMIN5,RTF1,Growth abnormality
PAF1,RTF1,Growth abnormality
ACTL6A,INTS9,Growth abnormality
GEMIN5,PAF1,Growth abnormality
MCM2,THOC1,Growth abnormality
ELP3,PAF1,Growth abnormality
ELP3,MED15,Growth abnormality
INTS9,RTF1,Growth abnormality
CNOT3,ELP3,Growth abnormality
MCM2,RTF1,Growth abnormality
RTF1,THOC1,Growth abnormality
ACTL6A,MED7,Growth abnormality
ELP3,MCM2,Growth abnormality
INTS9,MED8,Growth abnormality
MCM2,MED15,Growth abnormality
ACTL6A,BRD9,Growth abnormality
ACTL6A,MED8,Growth abnormality
ACTL6A,MED14,Growth abnormality
KMT2A,RUVBL1,Growth abnormality
CXXC1,MED8,Growth abnormality
ELP3,GEMIN5,Growth abnormality
MED7,TRRAP,Growth abnormality
GEMIN5,THOC1,Growth abnormality
MED12,RUVBL1,Growth abnormality
MED14,SMARCD2,Growth abnormality
MED7,RUVBL1,Growth abnormality
CNOT3,MCM2,Growth abnormality
CENPA,ELP3,Growth abnormality
ACTL6A,ELP3,Growth abnormality
GEMIN5,RUVBL1,Growth abnormality
INO80,MED15,Growth abnormality
MCM2,MED14,Growth abnormality
MED7,RTF1,Growth abnormality
MED12,RTF1,Growth abnormality
GEMIN5,PBRM1,Growth abnormality
KMT2A,MCM2,Growth abnormality
ELP3,INTS9,Growth abnormality
ELP3,RTF1,Growth abnormality
KDM1A,THOC2,Growth abnormality
MED14,MED7,Growth abnormality
MED7,MED8,Growth abnormality
EPC1,PHC2,Growth abnormality
RTF1,RUVBL1,Growth abnormality
HCFC1,RTF1,Growth abnormality
GEMIN5,MED15,Growth abnormality
CXXC1,THAP3,Growth abnormality
MCM2,MED12,Growth abnormality
MED14,MEN1,Growth abnormality
CENPA,DPY30,Growth abnormality
INTS9,MED15,Growth abnormality
HCFC1,PAF1,Growth abnormality
GEMIN5,THOC2,Growth abnormality
MED14,PAF1,Growth abnormality
INTS9,RUVBL1,Growth abnormality
PAF1,TRRAP,Growth abnormality
RBBP7,SAP30,Growth abnormality
CNOT3,MED14,Growth abnormality
CNOT3,MED15,Growth abnormality
CNOT3,TRRAP,Growth abnormality
ACTL6A,GEMIN5,Growth abnormality
MED17,RBBP7,Growth abnormality
MED14,MED8,Growth abnormality
KMT2A,RTF1,Growth abnormality
CENPA,HCFC1,Growth abnormality
MED4,SMARCD2,Growth abnormality
ACTL6A,MED15,Growth abnormality
PAF1,THOC2,Growth abnormality
INTS9,MED14,Growth abnormality
MED7,THAP3,Growth abnormality
ELP3,MED14,Growth abnormality
ACTL6A,CNOT3,Growth abnormality
CNOT3,PAF1,Growth abnormality
KMT2A,MED15,Growth abnormality
CENPA,MED15,Growth abnormality
KMT2A,MED8,Growth abnormality
KMT2A,MRGBP,Growth abnormality
MED4,MED7,Growth abnormality
CTR9,KMT2A,Growth abnormality
PAF1,RUVBL1,Growth abnormality
CNOT3,RTF1,Growth abnormality
KMT2A,PAF1,Growth abnormality
MED14,RTF1,Growth abnormality
CENPA,WDR5,Growth abnormality
ACTL6A,PAF1,Growth abnormality
MED14,MED15,Growth abnormality
CXXC1,INO80D,Growth abnormality
MED14,TRRAP,Growth abnormality
EP400,MED7,Growth abnormality
ELP3,TRRAP,Growth abnormality
KMT2A,MED14,Growth abnormality
HCFC1,MED15,Growth abnormality
MED14,PHC2,Growth abnormality
PIM1,PIM2,Growth abnormality
AKT1,AKT2,Growth abnormality
ATM,PRKDC,Growth abnormality
ALAD,GPI,Growth abnormality
BCL2L1,MCL1,Growth abnormality
CDK12,KSR1,Growth abnormality
PRKDC,TSPO,Growth abnormality
MAP3K10,POMC,Growth abnormality
AOC3,NAGK,Growth abnormality
NPEPPS,TK1,Growth abnormality
CIT,STMN1,Growth abnormality
DBH,TK1,Growth abnormality
CDC25A,PIK3CG,Growth abnormality
DCXR,TK1,Growth abnormality
GPI,NDUFB1,Growth abnormality
HMGA1,PRKDC,Growth abnormality
CIT,PIK3CG,Growth abnormality
BRD2,CARM1,Growth abnormality
LCK,MAPK12,Growth abnormality
APEX1,PRKDC,Growth abnormality
LCK,PIK3C2B,Growth abnormality
LARS2,PRKAA1,Growth abnormality
DMPK,MAP2K7,Growth abnormality
GPX1,NAGK,Growth abnormality
CDC25A,OXT,Growth abnormality
HMGA1,TYK2,Growth abnormality
AANAT,TOP1,Growth abnormality
APEX1,ATM,Growth abnormality
CARM1,FABP4,Growth abnormality
CDC25A,HMGA1,Growth abnormality
CDC25A,PRKDC,Growth abnormality
NOS2,NT5M,Growth abnormality
CAMK2G,CYP4F12,Growth abnormality
BCL2L1,TYK2,Growth abnormality
LIG1,NAMPT,Growth abnormality
DBH,SSTR5,Growth abnormality
MAP2K7,PTGIR,Growth abnormality
APEX1,PARP1,Growth abnormality
LCK,MAP3K8,Growth abnormality
BCAT2,MMP25,Growth abnormality
CDKN1A,RPS6KA2,Growth abnormality
CDKN1A,TOP1,Growth abnormality
ATM,MAP3K4,Growth abnormality
MCL1,PRKAR1A,Growth abnormality
GPX1,OXT,Growth abnormality
ACVRL1,AMHR2,Growth abnormality
ITGB7,LCK,Growth abnormality
CAMK2G,MAPKAPK2,Growth abnormality
BCL2L1,SLC16A5,Growth abnormality
APEX1,BRCA2,Growth abnormality
CD22,TYK2,Growth abnormality
MAP3K10,SLC5A5,Growth abnormality
GPI,MAP2K2,Growth abnormality
CKM,MAP2K7,Growth abnormality
CAMK2G,LCK,Growth abnormality
CD22,FABP4,Growth abnormality
DOT1L,MCL1,Growth abnormality
ATR,MST1R,Growth abnormality
FGFR3,MAP3K4,Growth abnormality
CDC25A,ERBB2,Growth abnormality
CIT,CYP4F12,Growth abnormality
CDC25A,RELA,Growth abnormality
MAPK12,OXT,Growth abnormality
CAMK2G,PTPRE,Growth abnormality
LTC4S,PRKDC,Growth abnormality
HCRTR1,NPR1,Growth abnormality
CD22,PRKAA1,Growth abnormality
DOT1L,MST1R,Growth abnormality
EDA,PRKDC,Growth abnormality
DCK,PRKDC,Growth abnormality
LIG1,PARP1,Growth abnormality
NPR2,SLC5A5,Growth abnormality
GPI,PIK3CG,Growth abnormality
AOC3,PIK3C2B,Growth abnormality
ERBB2,PRKDC,Growth abnormality
PRKDC,RPS6KA2,Growth abnormality
DBH,PIK3CD,Growth abnormality
CDC25A,PRKCD,Growth abnormality
DDR2,TK1,Growth abnormality
BCL2L1,DOT1L,Growth abnormality
AOC3,NDUFA4L2,Growth abnormality
MAPKAPK2,SPHK2,Growth abnormality
TK1,TSPO,Growth abnormality
MAP2K7,PRODH,Growth abnormality
EPHA2,PKLR,Growth abnormality
MAPKAPK2,PTP4A3,Growth abnormality
MAPK12,PKLR,Growth abnormality
CDC25A,FGFR3,Growth abnormality
LCK,MAP2K7,Growth abnormality
MAP3K10,MAPK12,Growth abnormality
EPHB4,PTPRJ,Growth abnormality
DBH,TPSAB1,Growth abnormality
AXL,FN3K,Growth abnormality
DDR1,TK1,Growth abnormality
CDC25B,PIK3CB,Growth abnormality
CAMK2G,ERBB2,Growth abnormality
NOS2,POMC,Growth abnormality
PRKAA1,RPS6KA2,Growth abnormality
PTPRJ,RELA,Growth abnormality
BCAT2,PRKDC,Growth abnormality
IGF1R,PIK3CD,Growth abnormality
BCAT2,PTK6,Growth abnormality
AOC3,PIK3CD,Growth abnormality
PLA2G2E,TST,Growth abnormality
MMP14,NPR1,Growth abnormality
BCAT2,POMC,Growth abnormality
CDC25B,PRKDC,Growth abnormality
ACVR1,ATM,Growth abnormality
PIK3CG,PTP4A3,Growth abnormality
BRCA2,PKLR,Growth abnormality
AGPAT1,TSPO,Growth abnormality
CAMK2G,PRSS8,Growth abnormality
P2RY6,PTPRJ,Growth abnormality
CSNK1G2,MAP3K10,Growth abnormality
GPX1,SRC,Growth abnormality
CDC25B,PRKCD,Growth abnormality
PFKFB1,PRKAA1,Growth abnormality
CAMK2G,GPX1,Growth abnormality
ADRBK1,ALAD,Growth abnormality
NAMPT,XPO1,Growth abnormality
MAPK12,PRKAR1A,Growth abnormality
GCK,ITGB7,Growth abnormality
PRODH,TST,Growth abnormality
BCL2L1,TOP1,Growth abnormality
ITGB7,OXT,Growth abnormality
CDC25A,SRC,Growth abnormality
AOC3,PIK3R2,Growth abnormality
CDC25A,PIM1,Growth abnormality
CHD1,CKM,Growth abnormality
GPX1,TSPO,Growth abnormality
GPI,PTK6,Growth abnormality
ITGB7,MAP2K7,Growth abnormality
CHD1,DMPK,Growth abnormality
EHMT2,NOS2,Growth abnormality
CHD1,TK1,Growth abnormality
CNTFR,RPS6KA4,Growth abnormality
BCL2L1,BCL2L2,Growth abnormality
LCK,MASP2,Growth abnormality
BRCA2,SPHK2,Growth abnormality
PRKAR1A,TK1,Growth abnormality
CIT,NPEPPS,Growth abnormality
AXL,CSF3R,Growth abnormality
EPHB2,OXT,Growth abnormality
CDK12,ERBB2,Growth abnormality
HMGA1,OXT,Growth abnormality
AOC3,SLC16A8,Growth abnormality
BCAT2,PRODH,Growth abnormality
GPX1,PRKCZ,Growth abnormality
DDR1,MAP3K10,Growth abnormality
AANAT,SSTR5,Growth abnormality
EPHB4,PRKCZ,Growth abnormality
CARM1,MAP2K2,Growth abnormality
MAP3K10,PRKCZ,Growth abnormality
BCL2L1,CDK2,Growth abnormality
DDR2,PTP4A3,Growth abnormality
ADRBK1,PTPRJ,Growth abnormality
P2RY6,TPSAB1,Growth abnormality
BCAT2,CSK,Growth abnormality
CD22,JAK3,Growth abnormality
BRCA2,TYK2,Growth abnormality
BCAT2,LTC4S,Growth abnormality
NAMPT,PTPRJ,Growth abnormality
AOC1,PFKFB1,Growth abnormality
LCK,PTK6,Growth abnormality
CHD1,PIK3CG,Growth abnormality
GMPS,SPHK1,Growth abnormality
IGF1R,MAPK12,Growth abnormality
CAMK2G,SLC5A5,Growth abnormality
NPEPPS,PTP4A3,Growth abnormality
ITGA6,POMC,Growth abnormality
NPR1,TXN,Growth abnormality
DDR2,TST,Growth abnormality
ERBB2,GPX1,Growth abnormality
DCXR,FGFR3,Growth abnormality
GPX1,LARS2,Growth abnormality
BRD2,CDK5,Growth abnormality
CDK2,MAP2K5,Growth abnormality
PIK3CA,PRKCA,Growth abnormality
MST1R,PRKCA,Growth abnormality
HCRTR1,PIK3C2B,Growth abnormality
AANAT,P2RY6,Growth abnormality
ALAD,HMGCR,Growth abnormality
NOS2,PIM1,Growth abnormality
ACVR1,PIK3CG,Growth abnormality
ERBB2,FGFR3,Growth abnormality
GPI,LTC4S,Growth abnormality
IL12A,PIK3CG,Growth abnormality
CARM1,CIT,Growth abnormality
BRD2,FGFR3,Growth abnormality
CSNK1G2,FABP4,Growth abnormality
NAGK,PIK3CG,Growth abnormality
CDC25A,SLC16A8,Growth abnormality
ERBB2,TK1,Growth abnormality
PPP1CC,TYK2,Growth abnormality
DMPK,PTK6,Growth abnormality
CDC25A,EHMT2,Growth abnormality
EHMT2,NAGK,Growth abnormality
ERBB3,PRSS8,Growth abnormality
IGF1R,TAOK2,Growth abnormality
GHSR,KSR1,Growth abnormality
CDK12,CDK8,Growth abnormality
ADRBK1,MASP2,Growth abnormality
CD22,LIG1,Growth abnormality
PRKDC,SSTR4,Growth abnormality
MAPK3,MMP25,Growth abnormality
PRKCD,SPHK1,Growth abnormality
CAMK2G,PRKCD,Growth abnormality
AOC1,CSK,Growth abnormality
ACVR1,CIT,Growth abnormality
AKT2,HMGCR,Growth abnormality
CAMK2G,MAP3K8,Growth abnormality
CDK12,NTRK1,Growth abnormality
NR5A1,STMN1,Growth abnormality
DCXR,PRKDC,Growth abnormality
GPX1,TK1,Growth abnormality
CKM,XIAP,Growth abnormality
BCL2L1,EPHB2,Growth abnormality
HMGA1,KCNQ4,Growth abnormality
ACVRL1,CDK12,Growth abnormality
MAP4K1,SPHK1,Growth abnormality
EHMT2,GPX1,Growth abnormality
CSNK1G2,CYP4F12,Growth abnormality
NR5A1,P2RY6,Growth abnormality
CHD1,PTK6,Growth abnormality
AKT2,CDK12,Growth abnormality
LCK,NOS2,Growth abnormality
LTC4S,PRKCD,Growth abnormality
AGPAT1,KSR1,Growth abnormality
CAMK2G,STMN1,Growth abnormality
PIM1,TAOK2,Growth abnormality
AXL,MAP2K7,Growth abnormality
AOC3,CYP11B2,Growth abnormality
ATM,TPSAB1,Growth abnormality
CIT,ERBB4,Growth abnormality
BCAT2,FABP4,Growth abnormality
PIK3CD,PTPRZ1,Growth abnormality
CYP11B2,HMGA1,Growth abnormality
DCXR,PRKAB1,Growth abnormality
CSK,MAP2K2,Growth abnormality
CYP11B2,SSTR5,Growth abnormality
MAP4K1,RPS6KA4,Growth abnormality
CARM1,PIK3C2B,Growth abnormality
LARS2,PIK3CD,Growth abnormality
AOC3,TYK2,Growth abnormality
CDC25B,DDR2,Growth abnormality
BRD2,CYP4F12,Growth abnormality
CDK5,HMGA1,Growth abnormality
CDC25A,HCRT,Growth abnormality
AOC3,SSTR5,Growth abnormality
CDC25A,CSNK1G2,Growth abnormality
ERBB2,PIK3CB,Growth abnormality
CDC25B,PFKFB4,Growth abnormality
EPHB2,GPX1,Growth abnormality
CAMK2B,CD22,Growth abnormality
CDC25A,PRKAA1,Growth abnormality
ERBB3,PRODH,Growth abnormality
JAK3,NAMPT,Growth abnormality
CAMK2G,SKP2,Growth abnormality
GPX1,TYK2,Growth abnormality
MAP2K7,MAP3K10,Growth abnormality
BRCA2,TPSAB1,Growth abnormality
HMGCR,PFKFB1,Growth abnormality
BCL2L1,BRD2,Growth abnormality
FGFR3,OXT,Growth abnormality
HMGCR,TST,Growth abnormality
KSR1,MAP2K2,Growth abnormality
FGFR3,PRKAR1A,Growth abnormality
CDKN1A,CSF3R,Growth abnormality
GMPS,MAPK3,Growth abnormality
BSG,CDK12,Growth abnormality
CD22,STMN1,Growth abnormality
ERBB3,PPP1CC,Growth abnormality
CHD1,PIM2,Growth abnormality
CDC25A,FABP4,Growth abnormality
ALK,NAGK,Growth abnormality
GPI,PRKCZ,Growth abnormality
DCXR,PTPRE,Growth abnormality
CDKN1A,MAP2K7,Growth abnormality
MAP2K2,PIK3CB,Growth abnormality
MAP3K10,TSPO,Growth abnormality
ACVRL1,CIT,Growth abnormality
DMPK,TST,Growth abnormality
MAP3K10,PIK3R2,Growth abnormality
CHD1,POMC,Growth abnormality
CDC25A,CDKN1A,Growth abnormality
CYP11B2,MAP3K10,Growth abnormality
MAP3K4,PIK3CB,Growth abnormality
HMGCR,PRKAA1,Growth abnormality
MAPK3,PIM1,Growth abnormality
TK1,TYK2,Growth abnormality
LCK,LTB4R,Growth abnormality
CAMK2A,DMPK,Growth abnormality
EPHB2,TK1,Growth abnormality
BCAT2,SLC5A5,Growth abnormality
POMC,TPSAB1,Growth abnormality
AXL,BIRC5,Growth abnormality
CAMK1D,PIK3CD,Growth abnormality
IGF1R,PIM2,Growth abnormality
MAP3K10,TPSAB1,Growth abnormality
CAMK2G,NOS2,Growth abnormality
DMPK,KSR1,Growth abnormality
CAMK2G,LTC4S,Growth abnormality
CIT,GPI,Growth abnormality
AOC1,UMPS,Growth abnormality
CSK,PKLR,Growth abnormality
AOC3,MASP2,Growth abnormality
PIM2,TOP1,Growth abnormality
CARM1,DOT1L,Growth abnormality
GPI,TYK2,Growth abnormality
PIM1,PRKDC,Growth abnormality
CDKN1A,NOS2,Growth abnormality
MAPK12,SSTR5,Growth abnormality
MAP2K2,TST,Growth abnormality
CAMK2G,NPR2,Growth abnormality
GPI,PTPRZ1,Growth abnormality
EPHB2,HMGA1,Growth abnormality
FGFR3,POMC,Growth abnormality
RELA,TK1,Growth abnormality
DDR2,DMPK,Growth abnormality
CSK,HCRTR1,Growth abnormality
DMPK,NPEPPS,Growth abnormality
CDK2,LTB4R,Growth abnormality
PIK3CB,PRSS8,Growth abnormality
CYP11B2,PIM1,Growth abnormality
PIK3CG,SPHK1,Growth abnormality
NOS2,PIK3CG,Growth abnormality
ACVRL1,LTC4S,Growth abnormality
AOC3,BCAT2,Growth abnormality
HMGA1,ITGB7,Growth abnormality
EPHB4,NTRK1,Growth abnormality
NR5A1,PRKCZ,Growth abnormality
EPHB2,PKLR,Growth abnormality
CDK2,CYP11B2,Growth abnormality
MAP2K2,PNMT,Growth abnormality
ITGB7,PTPRE,Growth abnormality
CSNK1G2,TPSAB1,Growth abnormality
CKM,EPHA2,Growth abnormality
ITGA6,MAPK12,Growth abnormality
MCL1,PRKAA1,Growth abnormality
NPEPPS,PIK3CG,Growth abnormality
EPHB4,LCK,Growth abnormality
AXL,CYP4F12,Growth abnormality
MAP3K10,SPHK2,Growth abnormality
AOC3,CDK12,Growth abnormality
PRKCZ,PTPRZ1,Growth abnormality
CD22,TPSAB1,Growth abnormality
CSNK1G2,TYK2,Growth abnormality
NAGK,TXN,Growth abnormality
CAMK2G,TPSAB1,Growth abnormality
MAPKAPK2,PLA2G2E,Growth abnormality
SPHK1,SRC,Growth abnormality
AOC3,CAMK2A,Growth abnormality
BCL2L1,PRKAA1,Growth abnormality
DDR2,PIK3CB,Growth abnormality
CDC25B,NOS2,Growth abnormality
PTPRJ,RPS6KA4,Growth abnormality
CKM,PDK2,Growth abnormality
EPRS,PTPRZ1,Growth abnormality
HMGCR,PLA2G4C,Growth abnormality
FGFR4,P2RY6,Growth abnormality
CHD1,MASP2,Growth abnormality
CAMK2A,EHMT2,Growth abnormality
CLK3,GHSR,Growth abnormality
MCL1,PDK2,Growth abnormality
ACVR1,CKM,Growth abnormality
MAPK3,PFKFB1,Growth abnormality
AGPAT1,PRKAR1A,Growth abnormality
AKT2,PRKAB1,Growth abnormality
PPP1CC,TXN,Growth abnormality
CDK5,NDUFA4L2,Growth abnormality
CD22,PLA2G4C,Growth abnormality
CDK5,EGFR,Growth abnormality
EPHB2,SRC,Growth abnormality
EGFR,IGF1R,Growth abnormality
CAMK2A,EGFR,Growth abnormality
EDA,MST1R,Growth abnormality
GCK,PNMT,Growth abnormality
ATR,EDA,Growth abnormality
NOS2,PFKFB1,Growth abnormality
CDC25B,EPHA2,Growth abnormality
ITGA6,MAPK8IP1,Growth abnormality
KDM1A,RELA,Growth abnormality
CDK12,OXT,Growth abnormality
AKT2,PARP1,Growth abnormality
APEX1,KDM1A,Growth abnormality
PLA2G4C,PRKDC,Growth abnormality
ERBB2,PIK3CA,Growth abnormality
AKT2,GRM2,Growth abnormality
EHMT2,SLC16A8,Growth abnormality
CAMK2B,PARP1,Growth abnormality
MMP14,SLC16A8,Growth abnormality
PIM1,XPO1,Growth abnormality
MAP3K5,NPY4R,Growth abnormality
AKT2,GHSR,Growth abnormality
AANAT,SPHK1,Growth abnormality
EPHA2,NTRK1,Growth abnormality
CIT,PRKAB1,Growth abnormality
MST1R,PRKAB1,Growth abnormality
EGFR,JAK3,Growth abnormality
GHSR,P2RY6,Growth abnormality
LTC4S,TAOK2,Growth abnormality
AKT1,NTRK1,Growth abnormality
MMP14,PNMT,Growth abnormality
CSK,EHMT2,Growth abnormality
CSF1R,LARS2,Growth abnormality
JAK3,PRKAB1,Growth abnormality
EDA,RPS6KA2,Growth abnormality
CSK,PDK2,Growth abnormality
EPHA2,HCK,Growth abnormality
ADRBK1,ERBB2,Growth abnormality
JAK3,PRKDC,Growth abnormality
PNMT,RPS6KA4,Growth abnormality
MAP4K1,UCK2,Growth abnormality
JAK3,SSTR4,Growth abnormality
DCK,JAK3,Growth abnormality
BSG,PIK3CA,Growth abnormality
CKM,TAOK2,Growth abnormality
AKT2,CDK5,Growth abnormality
CASK,MASP2,Growth abnormality
AXL,EDA,Growth abnormality
PRKAA1,SPHK2,Growth abnormality
BSG,CAMK2A,Growth abnormality
MASP2,SLC16A8,Growth abnormality
GHSR,UCK2,Growth abnormality
DDR1,PIM1,Growth abnormality
MASP2,RPS6KA4,Growth abnormality
INPP1,PLOD1,Growth abnormality
ATR,BCAT2,Growth abnormality
AXL,INPP1,Growth abnormality
ATR,CDK2,Growth abnormality
NTRK1,SLC5A5,Growth abnormality
CDK2,MAP3K5,Growth abnormality
EPHB4,INPP1,Growth abnormality
CASK,NPEPPS,Growth abnormality
PIK3CB,PIM1,Growth abnormality
AKT2,PRKDC,Growth abnormality
CDC25B,GRIK5,Growth abnormality
CYP26A1,ILK,Growth abnormality
CNTFR,STMN1,Growth abnormality
ATR,PLA2G4C,Growth abnormality
CAMK1D,OXT,Growth abnormality
CAMK1D,NDUFA4L2,Growth abnormality
CSK,ILK,Growth abnormality
AOC1,NT5M,Growth abnormality
ERBB2,GRIK5,Growth abnormality
DCK,MAP2K2,Growth abnormality
MAP3K5,PRKAR1A,Growth abnormality
EDA,ERBB4,Growth abnormality
APEX1,DOT1L,Growth abnormality
PTK6,RET,Growth abnormality
DAPK3,NT5M,Growth abnormality
MAP3K5,P2RY6,Growth abnormality
HCK,PNMT,Growth abnormality
MMP14,NOS2,Growth abnormality
EPHB2,PLA2G4C,Growth abnormality
PFKFB4,TST,Growth abnormality
BCL2L1,CKM,Growth abnormality
MCAT,PRSS8,Growth abnormality
GPI,LIG1,Growth abnormality
CHD1,EDA,Growth abnormality
EPHA2,INPP1,Growth abnormality
CSF1R,EPRS,Growth abnormality
BCL2L1,MST1R,Growth abnormality
DOT1L,NTRK1,Growth abnormality
MST1R,PFKFB4,Growth abnormality
PNMT,UCK2,Growth abnormality
MST1R,NPY4R,Growth abnormality
ALK,NPY4R,Growth abnormality
JAK3,NR5A1,Growth abnormality
CAMK1D,KCNQ4,Growth abnormality
LARS2,PFKFB1,Growth abnormality
CAMK2A,IGF1R,Growth abnormality
EPHB2,PLA2G2E,Growth abnormality
CDK5,IGF1R,Growth abnormality
CDC25B,IGF1R,Growth abnormality
CD22,PIK3CA,Growth abnormality
PIM2,PLA2G4C,Growth abnormality
CDC25B,INPP1,Growth abnormality
ALAD,SKP2,Growth abnormality
ILK,NPR2,Growth abnormality
CHD1,PRSS8,Growth abnormality
BRD2,LIG1,Growth abnormality
CIT,EDA,Growth abnormality
BRCA2,NPR2,Growth abnormality
ALK,LARS2,Growth abnormality
ERBB3,NDUFA4L2,Growth abnormality
PRKAR1A,SPHK2,Growth abnormality
LARS2,NTRK1,Growth abnormality
EDA,PIM1,Growth abnormality
DOT1L,NR5A1,Growth abnormality
DNMT1,NDUFA4L2,Growth abnormality
PFKFB4,PRKDC,Growth abnormality
ERBB4,GRM2,Growth abnormality
CHD1,PRKDC,Growth abnormality
INPP1,NOS2,Growth abnormality
ILK,UCK2,Growth abnormality
CKM,INPP1,Growth abnormality
ATM,PIM1,Growth abnormality
CSF1R,NOS2,Growth abnormality
ALAD,PRKAA1,Growth abnormality
LARS2,XIAP,Growth abnormality
AKT2,NTRK1,Growth abnormality
GALK1,ILK,Growth abnormality
ERBB3,NPY4R,Growth abnormality
JAK3,NPY4R,Growth abnormality
PNMT,RELA,Growth abnormality
BRCA2,NPY4R,Growth abnormality
CSF1R,KCNQ4,Growth abnormality
CDK5,PIK3CA,Growth abnormality
NOS2,RPS6KA2,Growth abnormality
ALAD,NDUFB1,Growth abnormality
ALAD,CARM1,Growth abnormality
BSG,GPI,Growth abnormality
BRD2,LARS2,Growth abnormality
CNTFR,NPR2,Growth abnormality
B4GALT1,B4GALT3,Growth abnormality
MAN2A1,MOGS,Growth abnormality
ARF1,SAR1A,Growth abnormality
MAN1B1,MOGS,Growth abnormality
FUT8,MAN2A1,Growth abnormality
HSP90AB1,TRAPPC12,Growth abnormality
RAB2A,TRAPPC12,Growth abnormality
ARF1,TRAPPC12,Growth abnormality
ARF1,HSP90AB1,Growth abnormality
ARF1,SEC24C,Growth abnormality
IGF1R,PTEN,Growth abnormality
ARF1,RAB1A,Growth abnormality
ARF1,SEC31A,Growth abnormality
ARF1,TRAPPC13,Growth abnormality
ARF1,TRAPPC2L,Growth abnormality
CAND1,GCNT2,Growth abnormality
SLC30A5,TRAPPC13,Growth abnormality
TCF3,TRAPPC2L,Growth abnormality
CAND1,RABGEF1,Growth abnormality
MAN2A1,SLC30A5,Growth abnormality
SLC30A5,TRAPPC2L,Growth abnormality
ARF1,UBE2M,Growth abnormality
IGF2BP1,TBL1XR1,Growth abnormality
NCOR1,TRAPPC12,Growth abnormality
IGF1R,NPRL3,Growth abnormality
BAZ1A,SEC23B,Growth abnormality
BAZ1A,TRAPPC12,Growth abnormality
TBL1XR1,TRAPPC12,Growth abnormality
